@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
'very nice, you delete my comments but not his despite he is insulting me. you dont play very fair, do you?',bad
'mother fuckers who down vote this question. son of bitch go to hell',bad
'maybe he is a bad googler? lol',bad
'thats the msot stupidest thing i have ever heard in my life',bad
'i\'m not that interested in earling points and commenting. i\'m content with wreaking havoc in my own way and re-creating my profile when the admins get butthurt and cut me off..',bad
'delete this comment butthurt admins i repost it all day',bad
'downvoters you suck. the accepted answer with positive votes is barely an answer at all in addition to being flat out wrong.',bad
'why do people like u still exist?',bad
'it did work finnaly, i don\'t know what the fuck did happen earlier but, thanks! d',bad
'wtf, you deleted your comments,according to the rules, you are a pussy.',bad
'go sleep , man..',bad
'the person who is reporting my comment as spam is my biggest enemy',bad
'this deserves a big lol!',bad
'fuck your own cunt asshole',bad
'go away. you\'re so immature. obviously i\'m looking for a legitimate answer. like why it\'s broken and how long until it\'s fixed. did it ever occur to you that someone from google or galaxy.',bad
'when i\'m listening to melancholy music and i read questions like this one i legitimately feel sad.',bad
'you\'re gonna be massively downvoted so i\'d suggest you delete your answer as it has nothing to do with the question.',bad
'comments must be comment. don\'t you think your answer has no mean for op',bad
'thats bullshit in a form which couldn\'t be more clear. when you build applications beyond the proof-of-concept scope you have to think about operational advantages and i can tell you, running mongo in production is a pita.',bad
'go fuck yourself retard',bad
'notice how my retarded answer was the only one that got downvoted, cus my name is poopbagel. little experiment p',bad
'it\'s always happy hour somewhere. and this guy is there',bad
'you think i didn\'t know that command you idiot?',bad
'obviously i don\'t know how to do it if i\'m here smart ass',bad
'shut the fuck up if your not going to help',bad
'note to people responding to my question it so happens that i can\'t magically pull an understanding of c out of my ass',bad
'comments must be comment. don\'t you think your answer has no mean for op',bad
'well, you again.don\'t you read the caption is \'post answer\' not post comment you mtfck',bad
'he don\'t care what you say about he, he a mother fucking p.i.m.p.',bad
'i wroted it myself u cyberbullies. stop.',bad
'it\'s just one of the utterly unbelievable things about apple that they haven\'t fixed this. that, and the fucked-up graphics cards in mbps.',bad
'destroction ass!',bad
'sorry for the stupid website with all the adds but didnt really want to register anywhere for this',bad
'of coufse can code asynchoslu, but rezlize fuckon fo support',bad
'you need to create a question it is possible to answer.',bad
'did i say that i need your care?! funny. i\'m tired of duplicated people like you so it is normal that you do not care and neither do i. your comments to me are nonsense, let alone your down-vote. if you have a good point to throw.',bad
'hey guys. wtf',bad
'gradle and studio suck so bad.. eclipse was heaven compared to all this nonsense..',bad
'sounds like you need to go to your boss and then them that you overrated your experiences skills when you had the interview.. good luck',bad
'shut the fuck up',bad
'what a funny kid',bad
'please don\'t encourage people who don\'t bother to make the slightest effort.',bad
'stack exchange is fill with epic douchebags.fuck stack exchange..you come in and troll and when i point it out you say..ohh you shouldn\'t have an attitude.fuck off if your not helping fuck off..otherwise your trolling dick head.and i thought yo.',bad
